customer_city,total_sales
ilha dos valadares,67.99
japoata,179.9
itaguari,887.0
silvanopolis,229.99
sao joao de petropolis,27.99
itanhanga,69.99
patrocinio paulista,1059.2
tailandia,2113.1800000000003
sao francisco do guapore,284.9
riachinho,82.34
campo do brito,76.8
sao felix do araguaia,98.8
santo expedito do sul,209.99
ipixuna do para,188.0
iaciara,666.99
barra de santa rosa,254.4
passos maia,208.9
dom joaquim,149.0
icarai de minas,254.9
caparao,49.9
benevides,228.89000000000001
santa cruz do prata,128.9
santa ernestina,208.16
francisco dantas,198.9
castanheiras,42.9
jardim abc de goias,19.99
barra de santo antonio,567.0
mutum parana,39.9
sao luiz do norte,129.99
novo cabrais,55.0
ibitioca,169.99
bom jesus do araguaia,1199.9
alcantara,424.8
campanario,278.7
serra branca,84.9
conceicao da ibitipoca,39.99
sao jose do ribeirao,97.9
agua fria de goias,152.0
riversul,89.9
umburatiba,109.99
conceicao da feira,603.99
cristopolis,63.41
carmesia,241.1
irape,379.98
esplanada,1660.9
estrela d'oeste,227.07
carmolandia,129.0
ibiraja,277.95
silvano,99.99
uniao dos palmares,259.99
joaquim pires,12.97
vicosa do ceara,18.95
ananas,96.8
cavalcante,158.99
salto do itarare,259.9
ibicare,227.4
fronteiras,1308.8000000000002
cururupu,629.26
pio xii,479.99
santa amelia,160.0
ibiassuce,164.5
nazare da mata,99.99
nova esperanca do piria,2199.0
sao jose do piaui,149.9
vila langaro,140.64
lindoia do sul,103.9
tenente portela,482.78999999999996
vicencia,268.0
santa cruz do piaui,119.99
leopolis,18.9
caicara do norte,1099.0
boa vista do burica,229.99
luziapolis,129.99
itacoatiara,57.98
cupira,39.9
imbau,124.2
jaua,149.9
cafeara,233.0
campo azul,79.9
calmon,49.9
macuco de minas,199.0
dionisio cerqueira,428.0
serrolandia,325.0
oriente,1017.27
caninde de sao francisco,250.8
pedras altas,89.9
sao jose do serido,149.9
remigio,149.9
santa barbara do para,179.96
cocalzinho de goias,149.9
pacotuba,50.9
demerval lobao,15.0
erebango,119.99
goiabeira,259.98
ibitita,1450.0
estevao de araujo,14.2
paraiso das aguas,34.99
jose boiteux,119.69999999999999
joaima,37.9
indiapora,356.67
frecheirinha,175.09
itaguara,48.89
quatro pontes,149.0
barao ataliba nogueira,1300.0
porto amazonas,58.79
pirpirituba,1340.0
florai,387.39
montividiu do norte,17.99
solanea,440.0
santa rosa do sul,199.0
presidente juscelino,249.99
palminopolis,199.0
conceicao do almeida,99.0
alpestre,118.9
caturama,19.99
santo antonio do canaa,160.0
tunapolis,315.39
santo antonio do leste,149.0
pau d'arco,48.9
pereiras,54.99
fonseca,89.65
pontao,44.9
alto alegre do pindare,199.0
laranja da terra,69.9
cruzeiro do iguacu,129.99
coari,1190.65
paraiso do sul,28.99
tupassi,19.9
mato leitao,179.0
centenario,134.99
caxingo,29.0
nova santa barbara,113.0
paranhos,279.0
barrocas,99.99
inimutaba,266.7
dom cavati,74.99
cha grande,164.89
iracema,229.9
silveira martins,119.8
sao joao do triunfo,163.82
jandaia,23.2
coronel joao pessoa,89.9
ibitiara,118.9
montadas,84.99
pau brasil,239.2
presidente castello branco,19.9
telha,212.4
adhemar de barros,139.0
jurema,29.5
neopolis,235.0
janduis,84.99
tibau do sul,99.99
itarema,72.9
nonoai,175.9
pavao,60.0
brejo dos santos,89.99
buique,235.0
buriti do tocantins,59.9
nossa senhora do remedio,131.9
sao miguel do cambui,59.9
chaval,150.0
cedro do abaete,42.99
sao bento abade,16.0
vitoria das missoes,33.8
itororo,619.2
rincao,79.0
desterro,559.0
queixada,59.0
terezinha,39.99
lagoa,110.0
abaira,157.99
angustura,139.0
governador eugenio barros,346.32
pequi,169.99
ivora,149.9
mossamedes,49.99
inga,130.0
maranhaozinho,40.9
humberto de campos,45.9
mariopolis,154.99
sao benedito do rio preto,95.0
amarante,760.0
rio doce,66.0
santa clara d'oeste,99.99
itaara,56.99
aramari,167.4
moema,189.99
britania,89.99
combinado,29.0
progresso,215.0
arvoredo,34.3
sao jose da bela vista,310.84000000000003
ipiranga de goias,119.9
paranatinga,2463.29
jiquirica,499.99
divino das laranjeiras,35.9
ipupiara,495.0
umburanas,99.9
campina da lagoa,519.7
mimoso de goias,159.9
novo brasil,85.9
novo machado,59.99
rancho alegre,89.9
ipuiuna,169.9
selbach,49.9
curralinho,188.76
marcos parente,13.65
vespasiano correa,144.99
carmo do rio verde,169.89
acari,364.0
santo expedito,280.0
elisiario,49.0
desterro do melo,24.9
santa rita de jacutinga,29.99
vitorino,49.0
bela vista,466.38
morro redondo,209.9
candoi,43.0
gentio do ouro,98.7
serra dos dourados,65.0
assare,81.0
ibarama,149.0
erico cardoso,8.09
anhembi,106.9
perola d'oeste,619.9
aguas mornas,89.15
bela vista do maranhao,49.0
conselheiro mairinck,67.0
santo inacio,65.9
aquidaba,89.0
chorrocho,49.9
parnarama,166.99
ferreiros,95.0
ibipeba,61.7
palmares paulista,59.9
piquerobi,85.0
jaguaracu,55.9
cacaulandia,72.9
carmopolis,87.31
ladainha,171.14
estrela velha,14.9
pedra do indaia,72.99
andarai,79.9
campo grande do piaui,155.99
atalanta,263.99
iomere,49.0
maribondo,49.9
caldas brandao,139.0
alvorada do gurgueia,37.0
aratiba,92.5
japi,229.9
barreira,123.89
sao patricio,158.7
caseiros,109.9
madalena,132.9
paudalho,878.9
vila nelita,119.9
santa luzia do norte,23.8
adustina,74.8
sao felix de minas,388.9
ouro,278.79
jandaira,169.89000000000001
paraju,79.9
candeias do jamari,279.0
coracao de maria,279.9
barra de sao miguel,155.98000000000002
satiro dias,24.5
peri mirim,34.99
sao pedro da agua branca,309.9
cajapio,89.99
florania,35.5
uniao do oeste,24.99
minduri,19.9
prados,204.79000000000002
barro preto,118.8
ibitira,399.0
monte alegre de sergipe,80.0
divino de sao lourenco,103.97
vista alegre,22.0
arataca,795.0
sao joao da urtiga,139.9
ibicuitinga,28.99
presidente lucena,16.99
nova ubirata,99.9
itagimirim,129.9
pitanga de estrada,120.0
agua nova,42.0
galinhos,240.0
herveiras,109.0
urucuia,149.99
sao vitor,99.9
governador dix-sept rosado,159.9
senador la rocque,90.0
mussurepe,99.99
major porto,84.99
abdon batista,125.4
vila pereira,92.8
cipo,179.0
caraibas,235.9
capela do alto alegre,39.99
bandeirantes d'oeste,49.99
angelo frechiani,25.32
marilena,89.99
caibate,319.9
pontes gestal,89.99
agrolandia,49.9
alto alegre do maranhao,88.9
itiquira,133.0
alexandra,31.9
medicilandia,8.99
gilbues,296.0
peixe,89.99
ibema,134.9
juripiranga,69.99
sarutaia,59.9
botelho,189.98
padre carvalho,563.0
jardim de piranhas,23.9
sao mamede,86.0
simplicio mendes,16.6
pedra lavrada,50.0
cipo-guacu,69.99
pedranopolis,59.9
divinopolis do tocantins,120.99
frei lagonegro,206.74
morro do ferro,120.0
nacip raydan,74.9
nova timboteua,99.9
barra do jacare,57.9
vanini,89.0
ribeiraozinho,299.98
natercia,39.9
faxinalzinho,19.9
paineiras,58.99
aparecida d'oeste,19.9
tavares,176.99
areial,159.9
sao luis do curu,173.9
taiacu,60.5
brejo,99.99
pedro ii,74.9
sao carlos do ivai,93.0
severiano melo,120.0
araripe,129.6
caetes,122.9
monte belo do sul,79.98
francisco santos,20.9
unistalda,37.9
ibertioga,162.5
piracema,149.0
aguas frias,290.0
pium,20.0
sao pedro do butia,99.9
sao cristovao do sul,118.99
monteiropolis,159.9
morro da garca,199.0
ewbank da camara,79.99
ponto novo,360.0
mucambo,119.9
sao joao da parauna,159.99
santa filomena,160.0
nova vicosa,205.99
anage,63.8
coronel sapucaia,89.9
arara,109.9
itape,230.0
sao lourenco do piaui,152.49
charrua,125.0
urucania,149.0
leopoldo de bulhoes,283.02
felicio dos santos,169.9
itaju do colonia,39.9
berizal,189.9
candeal,144.99
bataypora,256.89
sao miguel do anta,173.59
chapadao do lageado,272.70000000000005
banzae,99.99
uruana de minas,17.9
nova padua,69.9
jacuipe,13.98
pianco,2200.0
luis correia,115.0
taboquinhas,289.0
corrego fundo,129.0
joao camara,1379.8000000000002
santo antonio do leverger,97.0
querencia do norte,79.9
comercinho,129.0
boa vista do cadeado,429.98
americo de campos,279.9
passagem franca,37.98
lagoa dos patos,59.9
mira estrela,198.0
nova roma,49.99
flora rica,200.0
salvador do sul,179.0
planaltino,191.8
canapi,230.0
jardim olinda,139.0
acajutiba,28.89
